track,type,raceIdx,seed,runaway,parade,firstCross15,sustained15,firstCross30,sustained30,gapAt030,gapAt060,leaderStable
dirt-oval,closed,49,50,1,0,0.0971,0,0.1781,0,3.0123,0.2302,0
dirt-oval,closed,50,51,0,0,0.1851,0,0.2463,0,1.9476,0.8686,0
dirt-oval,closed,51,52,0,0,0.0948,0,0.9477,1,0.2096,0.2877,1
dirt-oval,closed,52,53,0,0,0.1284,0,1,1,2.5437,1.5502,0
dirt-oval,closed,53,54,0,0,0.6121,0,,,0.4817,1.1146,
dirt-oval,closed,54,55,0,0,0.2364,0,0.9999,1,0.3163,0.1601,0
dirt-oval,closed,55,56,0,0,0.898,1,0.9313,1,0.059,0.5275,1
dirt-oval,closed,56,57,0,0,0.8835,1,0.921,1,1.0796,0.1731,1
dirt-oval,closed,57,58,0,0,0.645,0,0.6696,0,0.1467,0.123,0
dirt-oval,closed,58,59,0,0,0.1633,0,0.9999,1,0.564,0.1982,0
dirt-oval,closed,59,60,1,0,0.11,0,0.654,1,0.0859,0.6742,1
dirt-oval,closed,60,61,1,0,0.2164,0,0.6844,1,0.4181,1.0689,1
dirt-oval,closed,61,62,1,0,0.1736,0,0.8302,1,0.2602,0.218,1
dirt-oval,closed,62,63,1,0,0.7054,1,0.7834,1,0.0266,0.9444,1
dirt-oval,closed,63,64,0,0,0.9999,1,,,0.3455,0.7187,
dirt-oval,closed,64,65,0,0,0.1205,0,,,0.4368,1.0414,
dirt-oval,closed,65,66,0,0,0.7591,0,1,1,0.1984,0.372,0
dirt-oval,closed,66,67,1,0,0.8199,1,0.863,1,0.2808,0.2054,1
dirt-oval,closed,67,68,1,0,0.1041,0,0.8949,1,0.684,0.2802,1
dirt-oval,closed,68,69,0,0,0.6232,0,0.65,0,0.1442,0.0781,0
dirt-oval,closed,69,70,0,0,0.2503,0,1,1,0.3306,0.2548,0
dirt-oval,closed,70,71,1,0,0.6857,1,0.7116,1,0.1272,0.8132,1
dirt-oval,closed,71,72,1,0,0.7863,1,0.823,1,0.1038,0.8333,1
dirt-oval,closed,72,73,0,0,0.1548,0,1,1,0.1165,0.9282,0
dirt-oval,closed,73,74,0,0,0.0743,0,0.1892,0,0.4089,0.5106,0
dirt-oval,closed,74,75,0,1,0.0947,0,0.1983,0,2.426,0.0998,1
dirt-oval,closed,75,76,0,0,0.7628,0,0.9999,1,0.5674,0.9904,0
dirt-oval,closed,76,77,1,0,0.2326,0,0.8235,1,0.0594,0.8615,1
dirt-oval,closed,77,78,0,0,0.1611,0,1,1,0.533,1.3161,0
dirt-oval,closed,78,79,1,0,0.1558,0,0.194,0,1.4911,0.6785,0
dirt-oval,closed,79,80,0,0,0.6949,0,0.992,1,0.6883,0.4004,1
dirt-oval,closed,80,81,0,0,0.1216,0,0.2429,0,1.1552,0.0963,0
dirt-oval,closed,81,82,0,0,0.1932,0,0.9126,1,0.1372,1.228,1
dirt-oval,closed,82,83,0,0,0.7146,0,0.9667,1,0.1283,0.3176,1
dirt-oval,closed,83,84,0,0,0.1847,0,1,1,0.45,0.3687,0
dirt-oval,closed,84,85,1,0,0.2208,0,0.8628,1,0.3092,0.637,1
dirt-oval,closed,85,86,1,0,0.1074,0,0.8696,1,0.2222,0.3538,1
dirt-oval,closed,86,87,1,0,0.1255,0,0.6575,1,0.4809,1.0151,1
dirt-oval,closed,87,88,1,0,0.1673,0,0.7009,1,0.4493,0.271,1
dirt-oval,closed,88,89,0,0,0.2071,0,,,2.1514,1.1419,
dirt-oval,closed,89,90,0,0,0.2037,0,1,1,1.0697,0.1782,0
dirt-oval,closed,90,91,0,0,0.0897,0,,,0.2634,0.2534,
dirt-oval,closed,91,92,1,0,0.0828,0,0.2348,0,1.325,2.7968,0
dirt-oval,closed,92,93,1,0,0.178,0,0.7925,1,0.4907,0.898,1
dirt-oval,closed,93,94,0,0,1,1,1,1,0.3933,1.1246,0
dirt-oval,closed,94,95,0,0,0.1185,0,0.8483,0,0.6393,0.1402,1
dirt-oval,closed,95,96,0,0,0.1696,0,0.9999,1,0.2995,0.7909,0
dirt-oval,closed,96,97,0,0,0.1062,0,,,0.3789,0.06,
dirt-oval,closed,97,98,0,0,0.1427,0,0.6888,0,0.9469,0.5999,0
dirt-oval,closed,98,99,0,0,0.1157,0,0.1755,0,1.5451,1.3807,0
dirt-oval,closed,99,100,0,0,0.1405,0,0.9999,1,0.3757,0.5518,0
